,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
70,2021-08-01,RO,AZITROMICINA,1115
71,2021-08-01,RO,AZITROMICINA DI-HIDRATADA,6195
72,2021-08-01,RO,SULFATO DE HIDROXICLOROQUINA,325
73,2021-08-01,RR,AZITROMICINA,583
74,2021-08-01,RR,AZITROMICINA DI-HIDRATADA,2255
75,2021-08-01,RR,SULFATO DE HIDROXICLOROQUINA,99
76,2021-08-01,RS,AZITROMICINA,12672
77,2021-08-01,RS,AZITROMICINA DI-HIDRATADA,76129
78,2021-08-01,RS,IVERMECTINA,370
79,2021-08-01,RS,SULFATO DE HIDROXICLOROQUINA,8596
80,2021-08-01,SC,AZITROMICINA,6130
81,2021-08-01,SC,AZITROMICINA DI-HIDRATADA,37491
82,2021-08-01,SC,IVERMECTINA,34
83,2021-08-01,SC,SULFATO DE HIDROXICLOROQUINA,3567
84,2021-08-01,SE,AZITROMICINA,998
85,2021-08-01,SE,AZITROMICINA DI-HIDRATADA,5148
86,2021-08-01,SE,SULFATO DE HIDROXICLOROQUINA,618
87,2021-08-01,SP,AZITROMICINA,34663
88,2021-08-01,SP,AZITROMICINA DI-HIDRATADA,241145
89,2021-08-01,SP,IVERMECTINA,31
90,2021-08-01,SP,SULFATO DE HIDROXICLOROQUINA,17812
91,2021-08-01,TO,AZITROMICINA,524
92,2021-08-01,TO,AZITROMICINA DI-HIDRATADA,4725
93,2021-08-01,TO,IVERMECTINA,1
94,2021-08-01,TO,SULFATO DE HIDROXICLOROQUINA,327
