,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
71,2020-10-01,PR,SULFATO DE HIDROXICLOROQUINA,5920
72,2020-10-01,RJ,AZITROMICINA,24106
73,2020-10-01,RJ,AZITROMICINA DI-HIDRATADA,75007
74,2020-10-01,RJ,IVERMECTINA,627
75,2020-10-01,RJ,SULFATO DE HIDROXICLOROQUINA,7318
76,2020-10-01,RN,AZITROMICINA,2485
77,2020-10-01,RN,AZITROMICINA DI-HIDRATADA,16504
78,2020-10-01,RN,IVERMECTINA,221
79,2020-10-01,RN,SULFATO DE HIDROXICLOROQUINA,1185
80,2020-10-01,RO,AZITROMICINA,1550
81,2020-10-01,RO,AZITROMICINA DI-HIDRATADA,8502
82,2020-10-01,RO,IVERMECTINA,16
83,2020-10-01,RO,SULFATO DE HIDROXICLOROQUINA,455
84,2020-10-01,RR,AZITROMICINA,642
85,2020-10-01,RR,AZITROMICINA DI-HIDRATADA,2148
86,2020-10-01,RR,IVERMECTINA,8
87,2020-10-01,RR,SULFATO DE HIDROXICLOROQUINA,138
88,2020-10-01,RS,AZITROMICINA,17112
89,2020-10-01,RS,AZITROMICINA DI-HIDRATADA,74385
90,2020-10-01,RS,IVERMECTINA,732
91,2020-10-01,RS,SULFATO DE HIDROXICLOROQUINA,8346
92,2020-10-01,SC,AZITROMICINA,6055
93,2020-10-01,SC,AZITROMICINA DI-HIDRATADA,44973
94,2020-10-01,SC,IVERMECTINA,1217
95,2020-10-01,SC,SULFATO DE HIDROXICLOROQUINA,4926
96,2020-10-01,SE,AZITROMICINA,945
97,2020-10-01,SE,AZITROMICINA DI-HIDRATADA,6115
98,2020-10-01,SE,IVERMECTINA,200
99,2020-10-01,SE,SULFATO DE HIDROXICLOROQUINA,881
100,2020-10-01,SP,AZITROMICINA,38315
101,2020-10-01,SP,AZITROMICINA DI-HIDRATADA,259328
102,2020-10-01,SP,IVERMECTINA,1906
103,2020-10-01,SP,SULFATO DE HIDROXICLOROQUINA,19156
104,2020-10-01,TO,AZITROMICINA,1066
105,2020-10-01,TO,AZITROMICINA DI-HIDRATADA,5748
106,2020-10-01,TO,IVERMECTINA,210
107,2020-10-01,TO,SULFATO DE HIDROXICLOROQUINA,256
