,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
82,2021-01-01,RO,SULFATO DE HIDROXICLOROQUINA,1541
83,2021-01-01,RR,AZITROMICINA,957
84,2021-01-01,RR,AZITROMICINA DI-HIDRATADA,6734
85,2021-01-01,RR,IVERMECTINA,1
86,2021-01-01,RR,SULFATO DE HIDROXICLOROQUINA,218
87,2021-01-01,RS,AZITROMICINA,16159
88,2021-01-01,RS,AZITROMICINA DI-HIDRATADA,103618
89,2021-01-01,RS,IVERMECTINA,215
90,2021-01-01,RS,SULFATO DE HIDROXICLOROQUINA,15387
91,2021-01-01,SC,AZITROMICINA,8597
92,2021-01-01,SC,AZITROMICINA DI-HIDRATADA,53895
93,2021-01-01,SC,IVERMECTINA,577
94,2021-01-01,SC,SULFATO DE HIDROXICLOROQUINA,7657
95,2021-01-01,SE,AZITROMICINA,1142
96,2021-01-01,SE,AZITROMICINA DI-HIDRATADA,11269
97,2021-01-01,SE,IVERMECTINA,5
98,2021-01-01,SE,SULFATO DE HIDROXICLOROQUINA,1042
99,2021-01-01,SP,AZITROMICINA,58922
100,2021-01-01,SP,AZITROMICINA DI-HIDRATADA,466604
101,2021-01-01,SP,IVERMECTINA,638
102,2021-01-01,SP,SULFATO DE HIDROXICLOROQUINA,29771
103,2021-01-01,TO,AZITROMICINA,939
104,2021-01-01,TO,AZITROMICINA DI-HIDRATADA,9516
105,2021-01-01,TO,IVERMECTINA,62
106,2021-01-01,TO,SULFATO DE HIDROXICLOROQUINA,461
