,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
60,2021-06-01,PI,SULFATO DE HIDROXICLOROQUINA,582
61,2021-06-01,PR,AZITROMICINA,14499
62,2021-06-01,PR,AZITROMICINA DI-HIDRATADA,82142
63,2021-06-01,PR,IVERMECTINA,264
64,2021-06-01,PR,SULFATO DE HIDROXICLOROQUINA,12595
65,2021-06-01,RJ,AZITROMICINA,15240
66,2021-06-01,RJ,AZITROMICINA DI-HIDRATADA,71975
67,2021-06-01,RJ,IVERMECTINA,33
68,2021-06-01,RJ,SULFATO DE HIDROXICLOROQUINA,6807
69,2021-06-01,RN,AZITROMICINA,4302
70,2021-06-01,RN,AZITROMICINA DI-HIDRATADA,25199
71,2021-06-01,RN,IVERMECTINA,9
72,2021-06-01,RN,SULFATO DE HIDROXICLOROQUINA,1330
73,2021-06-01,RO,AZITROMICINA,1869
74,2021-06-01,RO,AZITROMICINA DI-HIDRATADA,8477
75,2021-06-01,RO,IVERMECTINA,35
76,2021-06-01,RO,SULFATO DE HIDROXICLOROQUINA,640
77,2021-06-01,RR,AZITROMICINA,814
78,2021-06-01,RR,AZITROMICINA DI-HIDRATADA,3236
79,2021-06-01,RR,SULFATO DE HIDROXICLOROQUINA,186
80,2021-06-01,RS,AZITROMICINA,17498
81,2021-06-01,RS,AZITROMICINA DI-HIDRATADA,729540
82,2021-06-01,RS,IVERMECTINA,135
83,2021-06-01,RS,SULFATO DE HIDROXICLOROQUINA,14060
84,2021-06-01,SC,AZITROMICINA,7667
85,2021-06-01,SC,AZITROMICINA DI-HIDRATADA,45523
86,2021-06-01,SC,IVERMECTINA,159
87,2021-06-01,SC,SULFATO DE HIDROXICLOROQUINA,5934
88,2021-06-01,SE,AZITROMICINA,1777
89,2021-06-01,SE,AZITROMICINA DI-HIDRATADA,11031
90,2021-06-01,SE,SULFATO DE HIDROXICLOROQUINA,725
91,2021-06-01,SP,AZITROMICINA,56110
92,2021-06-01,SP,AZITROMICINA DI-HIDRATADA,383019
93,2021-06-01,SP,IVERMECTINA,30
94,2021-06-01,SP,SULFATO DE HIDROXICLOROQUINA,29733
95,2021-06-01,TO,AZITROMICINA,712
96,2021-06-01,TO,AZITROMICINA DI-HIDRATADA,7702
97,2021-06-01,TO,SULFATO DE HIDROXICLOROQUINA,464
