,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
65,2021-05-01,PR,SULFATO DE HIDROXICLOROQUINA,14490
66,2021-05-01,RJ,AZITROMICINA,20554
67,2021-05-01,RJ,AZITROMICINA DI-HIDRATADA,88475
68,2021-05-01,RJ,IVERMECTINA,27
69,2021-05-01,RJ,SULFATO DE HIDROXICLOROQUINA,7340
70,2021-05-01,RN,AZITROMICINA,5030
71,2021-05-01,RN,AZITROMICINA DI-HIDRATADA,31767
72,2021-05-01,RN,IVERMECTINA,12
73,2021-05-01,RN,SULFATO DE HIDROXICLOROQUINA,1618
74,2021-05-01,RO,AZITROMICINA,1928
75,2021-05-01,RO,AZITROMICINA DI-HIDRATADA,9227
76,2021-05-01,RO,IVERMECTINA,67
77,2021-05-01,RO,SULFATO DE HIDROXICLOROQUINA,698
78,2021-05-01,RR,AZITROMICINA,774
79,2021-05-01,RR,AZITROMICINA DI-HIDRATADA,3177
80,2021-05-01,RR,SULFATO DE HIDROXICLOROQUINA,232
81,2021-05-01,RS,AZITROMICINA,19212
82,2021-05-01,RS,AZITROMICINA DI-HIDRATADA,114445
83,2021-05-01,RS,IVERMECTINA,17
84,2021-05-01,RS,SULFATO DE HIDROXICLOROQUINA,15891
85,2021-05-01,SC,AZITROMICINA,7887
86,2021-05-01,SC,AZITROMICINA DI-HIDRATADA,48576
87,2021-05-01,SC,IVERMECTINA,390
88,2021-05-01,SC,SULFATO DE HIDROXICLOROQUINA,5927
89,2021-05-01,SE,AZITROMICINA,2137
90,2021-05-01,SE,AZITROMICINA DI-HIDRATADA,13799
91,2021-05-01,SE,SULFATO DE HIDROXICLOROQUINA,817
92,2021-05-01,SP,AZITROMICINA,61200
93,2021-05-01,SP,AZITROMICINA DI-HIDRATADA,361601
94,2021-05-01,SP,IVERMECTINA,37
95,2021-05-01,SP,SULFATO DE HIDROXICLOROQUINA,29418
96,2021-05-01,TO,AZITROMICINA,814
97,2021-05-01,TO,AZITROMICINA DI-HIDRATADA,9475
98,2021-05-01,TO,SULFATO DE HIDROXICLOROQUINA,445
