,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
90,2020-12-01,RS,SULFATO DE HIDROXICLOROQUINA,22317
91,2020-12-01,SC,AZITROMICINA,13585
92,2020-12-01,SC,AZITROMICINA DI-HIDRATADA,81390
93,2020-12-01,SC,IVERMECTINA,979
94,2020-12-01,SC,SULFATO DE HIDROXICLOROQUINA,12135
95,2020-12-01,SE,AZITROMICINA,1601
96,2020-12-01,SE,AZITROMICINA DI-HIDRATADA,10889
97,2020-12-01,SE,IVERMECTINA,61
98,2020-12-01,SE,SULFATO DE HIDROXICLOROQUINA,963
99,2020-12-01,SP,AZITROMICINA,69053
100,2020-12-01,SP,AZITROMICINA DI-HIDRATADA,433834
101,2020-12-01,SP,IVERMECTINA,920
102,2020-12-01,SP,SULFATO DE HIDROXICLOROQUINA,30902
103,2020-12-01,TO,AZITROMICINA,1134
104,2020-12-01,TO,AZITROMICINA DI-HIDRATADA,9163
105,2020-12-01,TO,IVERMECTINA,103
106,2020-12-01,TO,SULFATO DE HIDROXICLOROQUINA,490
